#Measurement, Acceleration X, Acceleration Y, Acceleration Z, Rotation Alpha, Rotation Beta, Rotation Gamma,  
1, -0.236175537109375, 4.9134521484375, 6.510650634765625, 1.403717041015625, 0.85980224609375, -0.043365478515625, 
2, 0.1397705078125, 2.14593505859375, 6.7765960693359375, -5.04876708984375, -2.542144775390625, -0.93310546875, 
3, -3.37176513671875, 0.2811279296875, 3.838165283203125, 1.71240234375, -1.6502685546875, -0.12774658203125, 
4, 0.87969970703125, 2.6500396728515625, 9.274398803710938, -0.40032958984375, -2.18646240234375, 1.878173828125, 
5, 8.4637451171875, 1.525726318359375, 8.6417236328125, 0.285400390625, -4.332305908203125, 1.069610595703125, 
6, 9.029342651367188, 1.0953369140625, 6.9033203125, 0.119842529296875, -1.279632568359375, 1.266143798828125, 
7, 9.618194580078125, 4.39544677734375, -3.2553863525390625, 1.53936767578125, -1.210205078125, 1.054656982421875, 
8, 8.472030639648438, -0.1375885009765625, -2.6302032470703125, 0.209564208984375, -1.123687744140625, 3.368194580078125, 
9, 12.0853271484375, 0.2696685791015625, 1.3695831298828125, -0.1033935546875, 0.4432373046875, 0.76947021484375, 
10, 4.9485626220703125, 1.4479522705078125, 0.2468414306640625, 0.134796142578125, 0.72735595703125, -1.265289306640625, 
11, 0.617279052734375, 1.3220977783203125, -1.6603546142578125, -3.00653076171875, 0.58636474609375, 4.735382080078125, 
12, 6.333740234375, -2.22796630859375, 2.355224609375, -1.46844482421875, 0.566070556640625, -0.4674072265625, 
13, 5.8125, -5.929229736328125, 0.0745697021484375, -0.2828369140625, 0.081146240234375, 0.794036865234375, 
14, 4.4061431884765625, -2.0027008056640625, 0.8384857177734375, 1.527618408203125, -1.138641357421875, 2.05120849609375, 
15, 5.873931884765625, -19.366439819335938, 1.79083251953125, -1.542144775390625, -0.6505126953125, 2.255218505859375, 
16, 3.2212371826171875, -7.6742095947265625, 0.74957275390625, -0.04571533203125, 0.19970703125, -0.107452392578125, 
17, 1.61798095703125, -7.73419189453125, 1.4319305419921875, 1.448577880859375, -4.42523193359375, 3.731353759765625, 
