#Measurement, Acceleration X, Acceleration Y, Acceleration Z, Rotation Alpha, Rotation Beta, Rotation Gamma, Orientation Alpha, Orientation Beta, Orientation Gamma 
1, 0.36708223819732666, 0.893946647644043, -0.37206196784973145, 0.356964111328125, -0.08868408203125, 0.26531982421875, 68.94126396577748, 67.3991360038757, 15.53825682342658 
2, 0.25978612899780273, 0.0024347305297851562, -1.2038109302520752, 0.40289306640625, 0.18475341796875, 0.11578369140625, 86.9665628980611, 77.59539233949731, 4.5031757410917175 
3, 0.15668851137161255, 0.056426048278808594, -1.6256402730941772, 0.41998291015625, 0.405853271484375, -0.007049560546875, 99.06093105412828, 82.65190524836142, -3.2733270352162265 
4, 0.11681044101715088, 0.2689657211303711, -0.27373597025871277, 0.13372802734375, -0.08441162109375, 0.010040283203125, 104.51590238797044, 87.05230528925921, -4.179771114849271 
5, 0.7144109606742859, -0.1992788314819336, 0.49530211091041565, 0.09100341796875, -0.491363525390625, -0.094635009765625, 117.22200527878734, 87.66359475090799, -18.3449335012911 
6, 0.5214223265647888, -0.0639352798461914, 0.1240631639957428, -0.107666015625, -0.064117431640625, -0.14697265625, 119.87346136120989, 87.55847883735792, -24.971550070538253 
7, 0.8535516262054443, 0.07939338684082031, 0.0686224102973938, -0.0435791015625, -0.023529052734375, -0.13629150390625, 109.03506093240156, 86.97417879465038, -15.072347018629792 
8, 0.7617155313491821, -0.07873725891113281, -0.3797289729118347, -0.311676025390625, -0.02886962890625, -0.28155517578125, 102.66750379999698, 86.57468733821305, -9.046865498303633 
9, -1.704965591430664, 0.12593841552734375, -1.0445128679275513, -0.85107421875, -0.192291259765625, -0.07861328125, 84.11574126362707, 84.42201912565872, 9.865101848901029 
10, -0.761061429977417, 1.1594600677490234, 1.268390417098999, -1.540008544921875, 0.07366943359375, -0.1640625, 81.92895725365477, 79.0541964995766, 10.430972951169514 
11, -1.010108470916748, -2.11141300201416, 0.9250078201293945, -0.74639892578125, 0.074737548828125, -0.292236328125, 80.8435634108435, 68.96315646130186, 11.324001376261519 
12, -1.1463425159454346, -0.8135404586791992, -0.10594010353088379, 0.27044677734375, 0.1783447265625, -0.11279296875, 79.86205790858332, 66.38342730297535, 12.783003972683337 
13, -1.1826053857803345, -1.0308570861816406, 0.09952950477600098, 0.557769775390625, -0.512725830078125, 0.042083740234375, 76.56122760834464, 67.78219390065257, 16.619403691049285 
14, -0.23263084888458252, -0.4973106384277344, -0.9600133895874023, -0.16107177734375, 0.089691162109375, -0.018798828125, 74.060352373471, 70.04510067926275, 16.890450571180597 
15, 0.5700163245201111, -1.8713417053222656, -0.42052793502807617, -1.3338623046875, -0.141021728515625, 0.520599365234375, 77.55900545977723, 65.37057628462253, 12.256626514482718 
16, 0.06396016478538513, -1.1099157333374023, -0.49147844314575195, -1.372314453125, 0.07794189453125, 0.621002197265625, 85.09935137249191, 58.532282132590964, 6.705243414268063 
17, 0.5758789777755737, -0.4833087921142578, 0.42982959747314453, -1.715179443359375, 0.01812744140625, 0.364654541015625, 91.81860440897516, 48.53602894450204, 1.0695070644969569 
18, 0.7863258123397827, -0.4604949951171875, -0.36666059494018555, -1.548553466796875, -0.2232666015625, 0.44049072265625, 95.65065617792784, 39.62707312132199, -3.105001591025418 
19, 0.606269896030426, -0.8184332847595215, -0.38544559478759766, -1.766448974609375, 0.209320068359375, 0.475738525390625, 97.69868664560234, 28.088809937693753, -5.533226662677539 
20, 0.6347313523292542, -0.18289470672607422, 0.3382101058959961, -1.6243896484375, -0.1805419921875, 0.565460205078125, 99.64691663004135, 17.683731746078873, -5.551406570015593 
21, 0.9205732345581055, -0.3371240496635437, 1.6157875061035156, -1.45989990234375, 0.11212158203125, 0.48748779296875, 102.39498823931892, 6.5371006079829845, -6.850487363683971 
22, 1.2923654317855835, -0.7408939599990845, 3.2881546020507812, -0.8724365234375, -0.091888427734375, 0.287750244140625, 104.28105516817006, -1.314064301042289, -6.717960078373886 
23, 1.4316513538360596, -0.9490627646446228, 4.436985969543457, 0.436004638671875, -0.30230712890625, 0.38067626953125, 106.80609385926938, -4.2693799049163506, -7.746546788290624 
24, 0.9111455678939819, -0.5313239693641663, 2.5954771041870117, 1.64190673828125, -0.16986083984375, -0.308258056640625, 110.56754921384008, 1.5178047812691449, -9.589048260089411 
25, 0.20654833316802979, -0.30251288414001465, 0.7357912063598633, 2.1396484375, -0.380279541015625, -0.729095458984375, 110.80777997241994, 12.192866192323285, -10.75338524711983 
26, 0.20669567584991455, -1.219799518585205, -0.5085773468017578, 2.0328369140625, -0.2403564453125, -0.987579345703125, 108.12375373588957, 29.65321682921912, -12.619317442668363 
27, 0.3613150119781494, -1.512071132659912, -1.5300517082214355, 1.8106689453125, 0.276611328125, -1.0057373046875, 103.22330422954052, 41.65373569055854, -10.76658212598207 
28, 0.032445311546325684, -2.860203742980957, -0.27155017852783203, 1.792510986328125, -0.115386962890625, -0.890380859375, 97.41832707019998, 52.49881994742963, -5.075954357825457 
29, 0.08302612602710724, -2.2153005599975586, -0.8898673057556152, 1.672882080078125, -0.37066650390625, -0.447113037109375, 90.49311367519589, 62.63330521842211, -0.6672044031280983 
30, -1.4579837322235107, -0.9601268768310547, -1.6125257015228271, 0.579132080078125, 0.019195556640625, -0.165130615234375, 83.94449446651333, 70.54523036778, 2.8136758229249708 
31, -1.7263269424438477, -0.41991710662841797, -1.5551841259002686, -0.916229248046875, 0.288360595703125, 0.33154296875, 81.57752894367486, 70.77730890372118, 3.897630821980143 
32, -0.01573549024760723, -0.33487892150878906, -1.8702092170715332, -1.183258056640625, 0.230682373046875, 0.554779052734375, 85.8631136978159, 65.02513094859022, 0.4783907538239056 
33, -0.06167544424533844, -0.04148292541503906, -2.4668097496032715, -1.5047607421875, 0.119598388671875, 0.36358642578125, 89.47674552341884, 56.93908123644974, -1.1771259809336052 
34, 0.3786952495574951, -0.1379680633544922, 0.918673038482666, -1.401153564453125, -0.32794189453125, 0.183074951171875, 91.91134084670132, 46.283636030050594, -2.9726740717914244 
35, 0.7231732606887817, 0.36576128005981445, 0.8738698959350586, -1.37017822265625, -0.1207275390625, 0.36572265625, 93.14285065680157, 38.35079017487849, -5.37793354159588 
36, -0.14922332763671875, 0.030525684356689453, 0.37432003021240234, -1.392608642578125, 0.20611572265625, 0.36358642578125, 94.97327347697161, 28.57056606431918, -6.633404538151552 
37, 0.49794185161590576, -0.11193609237670898, 1.2550411224365234, -1.366973876953125, 0.080078125, 0.445831298828125, 96.32564466666734, 20.50835726686498, -6.658179521360244 
38, 0.07322275638580322, 0.28575706481933594, 0.9975833892822266, -1.243072509765625, 0.108917236328125, 0.411651611328125, 98.24680876257275, 12.568193461879487, -6.267225277511682 
39, 0.6240681409835815, 0.07754170894622803, 1.3942794799804688, -1.0689697265625, 0.081146240234375, 0.148895263671875, 99.79579141050898, 5.443992862544049, -5.532087236625499 
40, 1.6066597700119019, -0.7057451009750366, 3.954662322998047, -0.3341064453125, -0.14849853515625, 0.054901123046875, 100.49766521589108, -0.17731135354054983, -5.739552108799848 
41, 1.4400744438171387, -0.5608212947845459, 3.57553768157959, 0.968994140625, -0.22967529296875, 0.1478271484375, 102.16840166980451, 0.846106775120809, -7.013077944112639 
42, 0.8229105472564697, -0.014539599418640137, 2.0017480850219727, 1.6654052734375, -0.1378173828125, -0.248443603515625, 104.23475450874564, 7.837087868358256, -8.194084724956907 
43, 0.20066285133361816, -0.4588475227355957, 0.6310348510742188, 2.07342529296875, -0.305511474609375, -0.70025634765625, 104.40597316981548, 18.4299162117844, -9.121203933003873 
44, 0.2012615203857422, -1.2185344696044922, -0.6595010757446289, 1.978363037109375, -0.271331787109375, -0.8092041015625, 102.23046895176876, 31.33525688355487, -10.457574589525281 
45, 0.17586565017700195, -1.7938742637634277, -0.7541413307189941, 1.5885009765625, 0.20611572265625, -0.71307373046875, 97.38012679160653, 44.42815075698049, -8.886891232822345 
46, -0.32188594341278076, -1.9481048583984375, -0.6129913330078125, 1.546844482421875, 0.1099853515625, -0.466339111328125, 92.40758940546395, 55.506831443528895, -4.069962405693612 
47, 0.03354458510875702, -1.5654001235961914, -0.739760160446167, 1.495574951171875, -0.10577392578125, -0.538970947265625, 86.89158445568177, 64.37723803162542, 1.0100325600514395 
48, -0.7875335216522217, -0.9698657989501953, -1.716231107711792, 0.92413330078125, -0.132476806640625, -0.195037841796875, 77.00895929135639, 72.25488419017583, 9.244111247846275 
49, -2.146185874938965, -0.04283332824707031, -2.636277914047241, -0.337310791015625, -0.230743408203125, 0.00042724609375, 68.24679721137716, 76.24523469358697, 15.929122094315183 
50, -0.17219308018684387, -0.8068475723266602, -1.1400935649871826, -1.21636962890625, 0.44537353515625, 0.330474853515625, 71.77826009075052, 72.9397210829624, 10.425755313600492 
51, -0.37119966745376587, -0.97308349609375, -0.32549571990966797, -1.3167724609375, -0.04595947265625, 0.324066162109375, 79.1913450092077, 66.59087301344839, 5.58931856328638 
52, -0.23892419040203094, -1.0324974060058594, -1.2528395652770996, -1.80810546875, 0.098236083984375, 0.3443603515625, 83.69812595092614, 58.89866559981945, 2.907110276352324 
53, -0.35355085134506226, -1.5820651054382324, -0.6821413040161133, -1.71624755859375, -0.17626953125, 0.223663330078125, 86.2375680639955, 49.23192554017914, 0.7057148263748382 
54, -0.1590302586555481, -0.5796675682067871, 0.05141115188598633, -1.465240478515625, -0.474273681640625, 0.407379150390625, 88.93425434880827, 40.03484186128994, -2.9960841319494063 
