#Measurement, Acceleration X, Acceleration Y, Acceleration Z, Rotation Alpha, Rotation Beta, Rotation Gamma,  
1, 0.6904449462890625, 4.69183349609375, 8.8818359375, -0.12261962890625, 0.00531005859375, -0.152313232421875, 
2, 0.8538360595703125, 4.9443817138671875, 8.895126342773438, 0.05255126953125, -0.3770751953125, -0.47381591796875, 
3, 0.864898681640625, 4.3324737548828125, 9.094512939453125, 0.439208984375, -0.279876708984375, -0.867950439453125, 
4, 0.441925048828125, 4.9200592041015625, 9.050857543945312, 0.34521484375, -0.076934814453125, -0.316802978515625, 
5, -0.3569793701171875, 5.349822998046875, 8.053176879882812, 0.224517822265625, -0.380279541015625, -0.1597900390625, 
6, -0.062286376953125, 5.6503753662109375, 8.709625244140625, -0.2401123046875, -0.02886962890625, -0.10211181640625, 
7, -0.7540740966796875, 5.1782379150390625, 8.133926391601562, -0.2401123046875, 0.102508544921875, -0.02520751953125, 
8, -0.292816162109375, 4.5047454833984375, 7.8932342529296875, 0.0845947265625, 0.34710693359375, 0.43621826171875, 
9, -0.1985626220703125, 4.793182373046875, 8.462417602539062, -0.117279052734375, 0.303314208984375, 0.63702392578125, 
10, 0.5858612060546875, 4.79083251953125, 8.881484985351562, -0.691925048828125, 0.407989501953125, 0.012176513671875, 
11, -0.067230224609375, 4.54998779296875, 8.937118530273438, 0.01837158203125, 0.05657958984375, -0.032684326171875, 
12, 0.6018218994140625, 5.076812744140625, 8.590560913085938, 0.063232421875, -0.133544921875, -0.00384521484375, 
13, 0.0251312255859375, 4.798614501953125, 9.053787231445312, 0.0333251953125, -0.00323486328125, -0.135223388671875, 
14, -0.0048675537109375, 4.7391815185546875, 8.64971923828125, 0.092071533203125, -0.09722900390625, -0.062591552734375, 
15, -0.2431182861328125, 4.6357269287109375, 8.659576416015625, 0.010894775390625, 0.010650634765625, -0.21746826171875, 
16, -0.21087646484375, 4.80859375, 8.140396118164062, 0.329193115234375, -0.104705810546875, -0.013458251953125, 
17, -0.3096160888671875, 5.40521240234375, 7.494049072265625, 0.230926513671875, 0.277679443359375, 0.110443115234375, 
18, -1.6936187744140625, 5.5160064697265625, 4.7787322998046875, 0.305694580078125, 0.472076416015625, 0.022857666015625, 
19, -0.5032958984375, 5.4159088134765625, 7.2179107666015625, -0.798736572265625, -0.531951904296875, -0.397979736328125, 
20, -0.354644775390625, 5.0724029541015625, 8.363128662109375, 0.295013427734375, -0.057708740234375, 0.1734619140625, 
