#Measurement, Acceleration X, Acceleration Y, Acceleration Z 
1, 0, 0, 0 
2, 0.0025058984756469727, 0.446793794631958, -0.44152069091796875 
3, 0.43267130851745605, 0.6509513854980469, -0.7369475364685059 
4, 0.30121147632598877, 0.42476844787597656, -0.731562614440918 
5, -0.32461822032928467, 0.034623146057128906, -0.7522988319396973 
6, -0.18422245979309082, 0.44429993629455566, -1.6452713012695312 
7, 0.36511290073394775, 0.2711225748062134, -1.1082448959350586 
8, 0.8388164043426514, 0.3644827604293823, -1.167098045349121 
9, 1.1413975954055786, -0.05835232883691788, -1.4626951217651367 
10, 0.670330286026001, 0.7080386877059937, -2.2581005096435547 
11, 0.23539292812347412, 1.0081446170806885, -3.7095117568969727 
12, 0.7753159999847412, -0.22422850131988525, -3.921023368835449 
13, 0.9103000164031982, -1.4253294467926025, -4.684676170349121 
14, 1.6312873363494873, -1.6069540977478027, -6.830380439758301 
15, 2.8380489349365234, -2.0673975944519043, -9.191911697387695 
16, 3.136680841445923, -2.5518078804016113, -12.13394546508789 
17, 2.4166224002838135, -2.3933420181274414, -13.322210311889648 
18, 2.5476770401000977, -2.5423901081085205, -12.314777374267578 
19, 2.7141339778900146, -2.2480156421661377, -9.037997245788574 
20, 2.2193965911865234, -1.8536884784698486, -7.189266204833984 
21, 1.8392250537872314, -1.06577730178833, -5.443995475769043 
22, 1.2967448234558105, -1.0303826332092285, -3.152841567993164 
23, 0.1973404884338379, -1.4150199890136719, -1.1066036224365234 
24, -0.27275919914245605, -1.0177593231201172, -0.11383724212646484 
25, -0.5342521667480469, -0.7722756862640381, 0.6295051574707031 
26, -1.0002686977386475, -1.4593842029571533, 1.388615608215332 
27, -1.373809576034546, -1.919364094734192, 2.014148712158203 
28, -1.3431096076965332, -2.1361334323883057, 3.029404640197754 
29, -0.17864489555358887, -2.30796480178833, 2.882937431335449 
30, -0.26697468757629395, -2.3460733890533447, 2.6237659454345703 
31, -0.3937993049621582, -2.0027284622192383, 1.9697027206420898 
32, -0.7496154308319092, -1.8619771003723145, 1.3876752853393555 
33, -0.7078447341918945, -2.199575424194336, 0.5932865142822266 
34, -0.6406803131103516, -2.2608866691589355, -1.0534381866455078 
35, -0.33148932456970215, -1.650195598602295, -1.5966558456420898 
36, 0.17783069610595703, -0.8950052261352539, -1.3010902404785156 
37, -0.26971304416656494, -1.2709569931030273, -1.0442543029785156 
38, 0.781509280204773, 5.328067779541016, -1.5861530303955078 
39, 1.2642180919647217, 9.152237892150879, 1.1944570541381836 
40, 0.4950673580169678, 6.27534294128418, 4.434243679046631 
41, -0.2521510124206543, -0.4115152359008789, 4.283494472503662 
42, -0.5484340190887451, -7.2008562088012695, 2.2653603553771973 
43, 0.49035000801086426, -12.57271671295166, 1.4807019233703613 
44, 1.0786045789718628, -15.956404685974121, 4.066463947296143 
